|001457351_0_000006_1_Logron o y sus alrededores  etc_1857.jpg| Text
|000364081_0_000084_1_[Black s Picturesque guide to the English Lakes     Eighth edition ]_1858.jpg| Nature
|003591875_0_000007_1_The Pictorial Guide to Castle Rising  Norfolk     Illustrated with five engravings_1858.jpg| Seals
|001274217_0_000013_1_[Les fastes de Versailles  son cha teau  son origine  ses le gendes  ses galeries  etc  E dition illustre e ]_1858.jpg| Decorations
|001626536_0_000047_1_The new Hand book for Youghal  containing notes and records of the ancient religious foundations  and the historical annals of the town  Fourth series_1858.jpg| Miniatures
|003734248_0_000425_7_The New World in 1859  Being the United States and Canada  illustrated and described  etc  [With illustrations ]_1859.jpg| Objects
|003412850_0_000008_2_To China and back  being a diary kept  out and home_1859.jpg| Objects
|003155912_01_000237_1_Guingamp  E tudes pour servir a  l histoire du Tiers E tat en Bretagne     Deuxie me e dition  entie rement refondue  etc   Fac simile du Plan de Guingamp publie  en 1778  _1859.jpg| Seals
|003639842_01_000345_1_A Good Time Coming  By the author of  Matthew Paxton  [i e  William Wilson  Minister at Etal]_1859.jpg| Decorations
|003207507_0_000330_2_History of the Town of Newburgh      Illustrations by C  W  Tice  etc_1859.jpg| Text
|003792131_0_000064_1_Lodi e il suo territorio   Tratto dalla grande illustrazione del Lombardo Veneto_1860.jpg| Architecture
|003699111_0_000354_1_The Glaciers of the Alps  Being a narrative of excursions and ascents  An accoun_1860.jpg| Diagrams
|000242476_04_000323_1_Recueil de documents ine dits concernat la Picardie  [With plates  including facsimiles ]_1860.jpg| Text
|000034781_01_000698_2_All Round the World  an illustrated record of voyages  travels and adventures in all parts of the globe  Edited by W  F  Ainsworth_1860.jpg| Text
|003094164_02_000263_1_Travels in Morocco  by     J  Richardson     Edited by his Widow  J  E  Richardson _1860.jpg| Animals
|001217074_0_000244_1_Histoire ge ographique et statistique du De partement des Basses Alpes_1861.jpg| People
|001564041_0_000080_1_The Conquest of Britain by the Saxons  a harmony of the  Historia Britonum   the_1861.jpg| Text
|002819694_03_000176_1_Metallurgy  The art of extracting metals from their ores  and adapting them to various purposes of manufacture  etc_1861.jpg| Diagrams
|002819694_03_000209_3_Metallurgy  The art of extracting metals from their ores  and adapting them to various purposes of manufacture  etc_1861.jpg| Diagrams
|003984714_0_000481_1_A History of Domestic Manners and Sentiments in England during the Middle Ages  _1862.jpg| People
|000029599_0_000303_2_[Histoire de la ville de Bordeaux  etc  pt  1 ]_1862.jpg| Miniatures
|002454894_02_000009_2_The Queen s Maries  A romance of Holyrood_1862.jpg| Miniatures
|002482537_02_000268_1_Les Ecossais en France  Les franc ais en E cosse  [With illustrations ]_1862.jpg| Seals
|001251204_0_000269_1_Travels on horseback in Mantchu Tartary  being a summer s ride beyond the Great _1863.jpg| Animals
|002715862_01_000112_1_Histoire comple te de Bordeaux     2e e dition   Supple ment  _1863.jpg| Architecture
|000203888_0_000241_1_Report of the Engineer and Artillery Operations of the Army of the Potomac  from_1863.jpg| Maps
|003820870_01_000548_1_La Vuelta al Mundo  viajes interesantes y novi simos por todos los pai ses con g_1864.jpg| Landscape
|000858020_0_000371_1_Manual of Geology  treating of the principles of the science with special reference to American geological history     Revised edition_1864.jpg| Objects
|001192322_02_000016_1_Forschungen auf dem Gebiete der Rheinischen und Westpha lischen Geschichte  etc_1864.jpg| Diagrams
|000054828_06_000008_1_De tre nordiske Rigers Historie under Hans  Christiern den Anden  Frederik den F rste  Gustav Vasa  Grevefeiden  1497 1536  [Bd  5  edited by C  Bruun and F  Krarup ]_1864.jpg| Seals
|002263922_02_000419_1_Pictorial History of the Civil War in the United States of America  By B  J  Los_1866.jpg| Maps
|001185253_0_000431_1_[The Sepoy s Daughter  a true tale of the Indian War  By an Eye Witness ]_1866.jpg| People
|002263922_03_000333_2_Pictorial History of the Civil War in the United States of America  By B  J  Lossing  Illustrated by many hundred engravings on wood  by Lossing and Barritt  etc_1866.jpg| Maps
|001333390_0_000183_1_Miss B  F  A salt water story  By the Author of  Mary Powell  [Miss A  Manning]_1866.jpg| Decorations
|001463533_0_000299_1_A Pictorial History of Ancient Rome  With sketches of the history of Modern Italy     Revised and improved edition_1866.jpg| Objects
|002398823_03_001366_2_Histoire de France populaire  depuis les temps les plus recule s jusqu a  nos jo_1867.jpg| People
|002398823_03_001306_1_Histoire de France populaire  depuis les temps les plus recule s jusqu a  nos jo_1867.jpg| People
|000910910_01_000024_1_Danmarks  Norges og Sverigs Historie  popul rt fremstillet efter de bedste trykt_1867.jpg| Objects
|000727903_02_000211_1_Histoire de Verdun et du pays verdunois_1867.jpg| Seals
|003630708_02_000042_2_John Thorpe s Marriage  a tale of Hopshire and the Antilles_1867.jpg| Miniatures
|000067252_08_000020_1_Dizionario corografico dell  Italia     Opera illustrata  etc_1868.jpg| Architecture
|001580083_03_000852_1_The National Gazetteer of Great Britain and Ireland  [Edited by N  E  S  A  H ]_1868.jpg| Maps
|001791984_02_000533_1_Histoire ge nr ale de l Auvergne depuis l e re gallique  jusqu au XVIIIe sie cle_1868.jpg| Miniatures
|004117749_0_000240_1_A System of Mineralogy  Descriptive Mineralogy     By J  D  Dana     aided by George Jarvis Brush     Fifth edition  Rewritten and enlarged  etc_1868.jpg| Diagrams
|002094608_0_000022_1_Lawrence s Illustrated Guide to Leicester_1868.jpg| Objects
|002748780_0_000166_1_A Summer in Iceland     Translated by M  R  Barnard      Illustrated_1868.jpg| Animals
|001791984_02_000417_1_Histoire ge nr ale de l Auvergne depuis l e re gallique  jusqu au XVIIIe sie cle_1868.jpg| Miniatures
|003165201_0_000076_1_[North Atlantic Directory  The physical geography and meteorology of the North A_1869.jpg| Maps
|002592088_0_000275_1_Adventures in the Wilderness  or  Camp life in the Adirondacks  Preceded by  Plattsburg route to the Adirondacks   by G  F  Field ]_1869.jpg| Animals
|003110656_02_000020_5_Scottish Songs   The second edition   [Edited by J  Alexander ] L P_1869.jpg| Diagrams
|002720548_0_000119_1_Illustrations of Jack Cade s Rebellion  from researches in the Guildhall Records  together with some newly found letters of Lord Bacon   c  By B  B  Orridge  To which are added contributions by W  Durrant Cooper  etc_1869.jpg| Seals
|001273707_01_000427_1_The Works of Sir J  F      Now first collected and arranged by Thomas  Fortescue  Lord Clermont   A History of the Family of Fortescue in all its branches  By Thomas  Fortescue  Lord Clermont   L P_1869.jpg| Miniatures
|001549717_0_000244_2_Chronique d une ancienne ville royale  Dourdan  etc  [With a map ]_1869.jpg| Text
|003358449_01_000064_2_[The History of Egypt from the earliest times till the conquest by the Arabs A D  640  A new edition ]_1870.jpg| Diagrams
|003055019_01_000077_1_The Earth  a descriptive history of the phenomena of the life of the Globe      _1871.jpg| Diagrams
|002048810_0_000009_1_[A Brave Lady  [A novel ] By the Author of  John Halifax  [D  M  Mulock  afterwards Craik] ]_1871.jpg| Seals
|000250880_0_000198_1_Beeton s Historical Romances  Daring Deeds  and Animal Stories  Illustrated  etc_1871.jpg| Diagrams
|000744674_01_000280_1_[A Collection of Old Ballads  Corrected from the best and most ancient copies extant  With introductions  historical  critical  or humorous  Illustrated with copper plates  [Collected by Ambrose Philips ]]_1871.jpg| Decorations
|002303829_0_000451_1_An Illustrated History of the Great Republic  being a full and complete history _1871.jpg| Seals
|001294737_0_000633_1_Documents originaux de l histoire de France expose s dans l Ho tel Soubise  ouvr_1872.jpg| Text
|002755264_01_000274_1_The Perlustration of Great Yarmouth  with Gorleston and Southtown_1872.jpg| Seals
|002755264_02_000100_1_The Perlustration of Great Yarmouth  with Gorleston and Southtown_1872.jpg| Seals
|001294737_0_000603_1_Documents originaux de l histoire de France expose s dans l Ho tel Soubise  ouvr_1872.jpg| Text
|003418499_0_000050_1_Tent Life with English Gipsies in Norway     With     illustrations and map  etc_1873.jpg| Diagrams
|003958177_01_000039_1_Geschiedenis der zeventien Nederlanden_1873.jpg| Animals
|002495729_0_000396_2_Life amongst the Modocs  unwritten history_1873.jpg| Miniatures
|000988766_0_000118_1_Om Lappland och Lapparne  fo retra desvis de Svenske  Ethnografiska studier  etc_1873.jpg| Objects
|001246169_01_000192_1_The Middle Aged Lover  A story_1873.jpg| Miniatures
|002349085_01_000077_1_By and By  An historical romance of the future  etc_1873.jpg| Miniatures
|003370345_0_000233_1_Daily Help for Daily Need  A selection of Scripture verses and poetry for every day in the year  Edited by M  E  Shipley_1873.jpg| Decorations
|000185150_0_000086_1_Scenes of Scottish Story  [Selections from various authors  With illustrations b_1874.jpg| Text
|002207290_0_000210_1_Histoire de Gre sy sur Aix  etc_1874.jpg| Landscape
|002527033_02_000050_1_Monk s Norton  A tale of English country life  By the author of  Mary Powell   etc  [Miss A  Manning ]_1874.jpg| Decorations
|000366689_03_000181_1_[The Imperial Gazetteer  a general dictionary of geography  physical  political  statistical and descriptive     Edited by W  G  Blackie     With     illustrations  etc ]_1874.jpg| Maps
|002740262_0_000350_1_[A Hand book for Visitors to Oxford  [By John Henry Parker ] Illustrated by one _1875.jpg| Architecture
|001667758_02_000561_1_The Map of Europe by Treaty  showing the various political and territorial chang_1875.jpg| Maps
|001057685_0_000182_1_European Light House Systems  being a report of a tour of inspection made in 1873     illustrated  etc_1875.jpg| Diagrams
|000965429_0_000009_1_A  travers la Provence et l Italie  Souvenirs de voyage_1875.jpg| Seals
|001577824_0_000362_1_The History of the Parish of Llangurig  [Extracted partly from  Collections Historical   Arch ological relating to Montgomeryshire  and partly from  Arch ologia Cambrensis   With plates ]_1875.jpg| Seals
|000818824_03_000006_1_Hugh Crichton s Romance  By the Author of  Lady Betty    Hanbury Mills    c  [i e  Christabel R  Coleridge ]_1875.jpg| Seals
|000495545_01_000659_1_The Countries of the World  being a popular description of the various continent_1876.jpg| People
|000786113_0_000049_1_Eine Spazierfahrt im Golfe von Korinth  [By Louis Salvator  Archduke of Austria _1876.jpg| Architecture
|002483175_09_000580_1_[Histoire de France  Deuxie me e dition ]_1876.jpg| People
|003055002_17_000251_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Maps
|003055002_09_000715_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Maps
|003045105_0_000070_1_Early Man in Europe      Illustrated_1876.jpg| Objects
|003979963_0_000024_1_Guide to the harbour  town    neighbourhood of Falmouth     illustrated_1876.jpg| Nature
|003055002_12_000055_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Maps
|001504704_0_000799_1_Ge ographie ge ne rale  physique  politique et e conomique      Avec     cartes _1876.jpg| Maps
|003896737_0_000087_1_Tropical Nature  an account of the most remarkable phenomena of life in the West_1876.jpg| Nature
|003055002_06_000755_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Nature
|000880676_0_000345_1_An Illustrated History of Missouri  Comprising its early record  and civil  poli_1876.jpg| People
|000576073_0_000235_1_Myrtle and Cypress  A tale of chequered life_1876.jpg| People
|002483175_05_000146_1_[Histoire de France  Deuxie me e dition ]_1876.jpg| People
|003409584_0_000117_1_A Hundred Wonders of the world in nature and art  Described according to the lat_1876.jpg| Nature
|003944097_0_000112_1_Rambles in Northern India  with incidents and descriptions of many scenes of the_1876.jpg| Objects
|003055002_11_000405_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Maps
|002942529_0_000048_1_Los Estados Unidos en cien an os  o Philadelphia en 1876  Guia general de la ciu_1876.jpg| Architecture
|003055002_11_000562_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Maps
|001504704_0_000765_1_Ge ographie ge ne rale  physique  politique et e conomique      Avec     cartes _1876.jpg| Landscape
|003933396_0_000030_1_The Pacific Tourist  Williams s Illustrated Trans Continental Guide of travel fr_1876.jpg| Nature
|001504704_0_000535_1_Ge ographie ge ne rale  physique  politique et e conomique      Avec     cartes _1876.jpg| Landscape
|002108304_0_000127_1_La Gatine historique et monumentale      Ouvrage accompagne  d eaux fortes et de_1876.jpg| Architecture
|000510824_02_000325_1_A Popular History of the United States from the first discovery of the western h_1876.jpg| People
|003055002_11_000159_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Landscape
|002263901_0_000411_1_The American Centenary  a history of the progress of the Republic of the United _1876.jpg| Architecture
|002897794_0_000070_1_Philadelphia and its environs  illustrated_1876.jpg| Landscape
|001799677_0_000180_1_[Fated to be Free      Second edition ]_1876.jpg| People
|000495545_02_000289_1_The Countries of the World  being a popular description of the various continent_1876.jpg| Nature
|003055002_13_000139_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Maps
|001504704_0_000719_1_Ge ographie ge ne rale  physique  politique et e conomique      Avec     cartes _1876.jpg| Landscape
|003055002_11_000439_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Landscape
|001687573_0_000199_1_The Indian Alps and how we crossed them  being a narrative of two years  residen_1876.jpg| Nature
|003933746_0_000081_1_America Illustrated  Edited by J  D  Williams_1876.jpg| Nature
|000516000_0_000279_1_Pioneer History of Milwaukee  etc   vol  3  4  Milwaukee under the Charter   [Wi_1876.jpg| People
|000878150_0_000075_1_Spain     Illustrated by Gustave Dore   Translated by J  Thomson_1876.jpg| People
|003055002_13_000031_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Maps
|001862068_0_000203_1_Ginx s Baby      Thirty sixth edition  illustrated by F  Barnard_1876.jpg| People
|003099794_0_000167_1_The Lord s Land  a narrative of travels in Sinai     and Palestine  etc_1876.jpg| Architecture
|003110131_01_000028_1_Life and Discoveries of David Livingstone     with     wood engravings  etc  The_1876.jpg| Landscape
|003055002_09_000739_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Landscape
|003944097_0_000050_1_Rambles in Northern India  with incidents and descriptions of many scenes of the_1876.jpg| Architecture
|001520064_0_000257_1_Tyrol and the Tyrolese  the people and the land in their social  sporting  and m_1876.jpg| People
|003778903_0_000496_1_[Ge ographie illustre e de la France et de ses colonies     pre ce de e d une e _1876.jpg| Maps
|000880676_0_000197_1_An Illustrated History of Missouri  Comprising its early record  and civil  poli_1876.jpg| People
|000880676_0_000279_1_An Illustrated History of Missouri  Comprising its early record  and civil  poli_1876.jpg| People
|003055002_08_000921_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Maps
|000806925_0_000008_1_A General History of Greece from the earliest period to the death of Alexander t_1876.jpg| Maps
|002073651_0_000133_1_Das heutige Russland  Bilder und Schilderungen aus allen Theilen des Europa isch_1876.jpg| Animals
|001504704_0_001183_1_Ge ographie ge ne rale  physique  politique et e conomique      Avec     cartes _1876.jpg| Objects
|000495545_01_000417_1_The Countries of the World  being a popular description of the various continent_1876.jpg| Nature
|000787967_0_000026_1_The History of Pennsylvania from the Earliest Discovery to the Present Time  etc_1876.jpg| Nature
|003055002_09_000299_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Maps
|003055002_17_000397_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Nature
|001504704_0_000808_1_Ge ographie ge ne rale  physique  politique et e conomique      Avec     cartes _1876.jpg| Landscape
|003055001_0_000761_1_Nouvelle Ge ographie universelle  La Terre et les hommes     Cartes et     gravu_1876.jpg| Maps
|003055001_0_000953_1_Nouvelle Ge ographie universelle  La Terre et les hommes     Cartes et     gravu_1876.jpg| Landscape
|003055002_08_000495_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Maps
|003778903_0_000024_1_[Ge ographie illustre e de la France et de ses colonies     pre ce de e d une e _1876.jpg| Maps
|001862068_0_000242_1_Ginx s Baby      Thirty sixth edition  illustrated by F  Barnard_1876.jpg| People
|003055002_06_000185_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| People
|003055002_16_000245_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Landscape
|000880676_0_000661_1_An Illustrated History of Missouri  Comprising its early record  and civil  poli_1876.jpg| People
|003055002_12_000421_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Landscape
|003055001_0_000743_1_Nouvelle Ge ographie universelle  La Terre et les hommes     Cartes et     gravu_1876.jpg| Maps
|003778903_0_000177_1_[Ge ographie illustre e de la France et de ses colonies     pre ce de e d une e _1876.jpg| Architecture
|000495545_03_000400_1_The Countries of the World  being a popular description of the various continent_1876.jpg| Nature
|003055002_10_000323_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Maps
|000930640_03_000386_1_Works of Charles Dickens  New illustrated library edition  [With a preface to ea_1876.jpg| People
|001974025_0_000259_1_The World at Home  etc_1876.jpg| Landscape
|003055002_16_000203_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Maps
|000878150_0_000465_1_Spain     Illustrated by Gustave Dore   Translated by J  Thomson_1876.jpg| People
|002483175_04_000106_1_[Histoire de France  Deuxie me e dition ]_1876.jpg| People
|002108304_0_000105_1_La Gatine historique et monumentale      Ouvrage accompagne  d eaux fortes et de_1876.jpg| Architecture
|000495545_01_000207_1_The Countries of the World  being a popular description of the various continent_1876.jpg| Nature
|003695989_0_000023_1_The Centennial Northwest  An illustrated history of the Northwest      to the pr_1876.jpg| People
|000117698_0_000363_1_Monuments religieux  militaires et civils des Deux Se vres     Seconde e dition _1876.jpg| Architecture
|003933396_0_000278_1_The Pacific Tourist  Williams s Illustrated Trans Continental Guide of travel fr_1876.jpg| Landscape
|003055001_0_000194_1_Nouvelle Ge ographie universelle  La Terre et les hommes     Cartes et     gravu_1876.jpg| Maps
|003221218_0_000009_1_La fregate l Incomprise  Voyage autour du monde a  la plume par Sahib  [With ill_1876.jpg| People
|003055002_16_000039_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Maps
|001504704_0_000529_1_Ge ographie ge ne rale  physique  politique et e conomique      Avec     cartes _1876.jpg| Landscape
|003695989_0_000127_1_The Centennial Northwest  An illustrated history of the Northwest      to the pr_1876.jpg| People
|003091868_0_000257_1_[Histoire de la Pre sidence de M  Thiers  livr  1 42 ]_1876.jpg| People
|004000334_0_000127_1_Wife No  19  or the story of a life in bondage  being a complete expose of Mormo_1876.jpg| Landscape
|001504704_0_000455_1_Ge ographie ge ne rale  physique  politique et e conomique      Avec     cartes _1876.jpg| Landscape
|001974025_0_000277_1_The World at Home  etc_1876.jpg| People
|000079249_0_000008_1_Mandalay to Momien  a narrative of the two Expeditions to Western China of 1868 _1876.jpg| Landscape
|003110131_02_000193_1_Life and Discoveries of David Livingstone     with     wood engravings  etc  The_1876.jpg| Landscape
|001520064_0_000233_1_Tyrol and the Tyrolese  the people and the land in their social  sporting  and m_1876.jpg| People
|001631486_0_000130_1_Reminiscences of Fen and Mere_1876.jpg| Nature
|002263901_0_000735_1_The American Centenary  a history of the progress of the Republic of the United _1876.jpg| Landscape
|003055001_0_000934_1_Nouvelle Ge ographie universelle  La Terre et les hommes     Cartes et     gravu_1876.jpg| Diagrams
|001063696_0_000075_1_Portland and vicinity  Illustrated_1876.jpg| Landscape
|003055002_11_000431_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Maps
|003055001_0_000089_1_Nouvelle Ge ographie universelle  La Terre et les hommes     Cartes et     gravu_1876.jpg| Maps
|000495545_03_000187_1_The Countries of the World  being a popular description of the various continent_1876.jpg| Animals
|003055002_06_000716_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Maps
|003055002_09_000415_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Maps
|000495545_03_000729_1_The Countries of the World  being a popular description of the various continent_1876.jpg| Text
|003583738_0_000145_1_The Yorkshire Lias  [With illustrations and a map ]_1876.jpg| Diagrams
|000495545_01_000405_1_The Countries of the World  being a popular description of the various continent_1876.jpg| Nature
|003055002_17_000223_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Maps
|003583738_0_000529_1_The Yorkshire Lias  [With illustrations and a map ]_1876.jpg| Diagrams
|003055002_10_000599_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Maps
|003196405_01_000253_1_                                                                                _1876.jpg| Diagrams
|002313755_02_000510_1_[The Comprehensive History of England  civil  military  religious  intellectual _1876.jpg| Maps
|000495545_03_000448_1_The Countries of the World  being a popular description of the various continent_1876.jpg| Maps
|003583738_0_000539_1_The Yorkshire Lias  [With illustrations and a map ]_1876.jpg| Objects
|001687573_0_000023_1_The Indian Alps and how we crossed them  being a narrative of two years  residen_1876.jpg| Maps
|003055002_11_000329_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Maps
|003055002_09_000023_1_Nouvelle Ge ographie universelle  La terre et les hommes  [With illustrations ]_1876.jpg| Maps
|001623272_0_000011_1_Saxon Studies_1876.jpg| Seals
|002483175_08_000564_1_[Histoire de France  Deuxie me e dition ]_1876.jpg| Decorations
|002310005_01_000093_2_St  George and St  Michael  [A novel ]_1876.jpg| Miniatures
|002483175_05_000308_1_[Histoire de France  Deuxie me e dition ]_1876.jpg| Objects
|001633800_02_000147_1_Selections from the Judicial Records of Renfrewshire     With notes     and     facsimiles of old documents_1876.jpg| Miniatures
|001497800_0_000302_1_Geology for students and general readers  Physical Geology     Second edition_1877.jpg| Diagrams
|003895663_0_000022_1_The Historic Mansions and Buildings of Philadelphia  with some notice of their o_1877.jpg| Maps
|003423483_0_000263_1_The Tiber and its tributaries  their natural history and classical associations     With map and illustrations_1877.jpg| Seals
|000103877_04_000460_1_An English Garner  Ingatherings from our history and literature_1877.jpg| Miniatures
|002696325_02_000161_2_Proud as Lucifer  A novel_1877.jpg| Miniatures
|001623249_02_000084_2_Garth  A novel_1877.jpg| Miniatures
|000979337_0_000009_1_The Literary Remains of     C  F  T  D      Edited with a memoir by Walter Besant     With a portrait_1877.jpg| Seals
|001049567_03_000005_1_His Second Wife  A novel_1877.jpg| Seals
|000858027_0_000303_1_[Manual of Mineralogy  including observations on mines  rocks  reduction of ores  and the applications of the science to the arts     Fourth edition ]_1878.jpg| Diagrams
|002912738_0_000251_1_Rome et De me trius  d apre s des documents nouveaux  avec pie ces justificatives et fac simile_1878.jpg| Text
|002698018_0_000147_2_The History of Ogle County  Illinois     Illustrated_1878.jpg| Text
|003562080_02_000594_1_History of the Connecticut Valley in Massachusetts  by N  B  Sylvester   with il_1879.jpg| People
|001892342_0_000008_1_The History of Jones County  Iowa     illustrated_1879.jpg| Seals
|000100280_01_000035_1_[Appleton s European Guide Book illustrated  Including England  Scotland  and Ir_1879.jpg| Decorations
|002917540_0_000174_3_Nouveau Guide complet du Parisien et de l E tranger  Paris Exact_1879.jpg| Objects
|001884500_0_000382_3_History of Hillsdale County  Michigan  with illustrations and biographical sketches of some of its prominent men  etc_1879.jpg| Text
|000605969_01_000007_1_Heriot s Choice  A tale_1879.jpg| Seals
|000206134_0_000054_1_Switzler s Illustrated History of Missouri  from 1541 to 1877  etc  [Edited by C  R  Barns  From the larger work edited by him  entitled   The Commonwealth of Missouri  ]_1879.jpg| Diagrams
|001544900_01_000005_1_Marcia  who is her mother  [A novel ]_1879.jpg| Seals
|000100280_02_000006_1_[Appleton s European Guide Book illustrated  Including England  Scotland  and Ir_1879.jpg| Seals
|001270309_0_000281_1_Ancient Rome and its connection with the Christian religion  An outline of the h_1880.jpg| Landscape
|000015534_0_000224_1_College Days at Oxford  etc_1880.jpg| Miniatures
|000555284_02_000231_2_Many Loves  [Tales ]_1880.jpg| Text
|002318877_0_000324_2_The History of Darke County  Ohio  [Compiled by W  H  MacIntosh  H  Freeman  and others ]     Illustrated_1880.jpg| Text
|003941796_0_000273_1_History of the Zulu War_1880.jpg| Text
|003196152_05_000798_1_                                                                   _1880.jpg| Seals
|001556891_03_000005_1_European Slave life  [A novel ]     Translated from the German by E  Woltmann_1880.jpg| Seals
|002310011_0_000057_1_[Thomas Wingfold  Curate  [A novel ]]_1880.jpg| Miniatures
|003560044_0_000216_1_Gallery of the Celebrated Landscapes of Switzerland  [With plates ]_1880.jpg| Decorations
|000992729_0_000311_2_The history of Dubuque County  Iowa  containing a history of its cities  towns   c_1880.jpg| Text
|002875484_01_000049_1_Les Pyre ne es franc aises  Illustrations de E  Sadoux_1881.jpg| Architecture
|003689329_0_000249_1_[Proverbial Philosophy in four series  now first complete  etc ]_1881.jpg| Decorations
|000350965_0_000451_1_L I le de Rhodes  etc  [With a map ]_1881.jpg| Seals
|002936647_0_000108_1_Das kleine Kind vom Tragbett bis zum ersten Schritt  Ueber das Legen  Tragen und Wiegen  Gehen  Stehen und Sitzen der kleinen Kinder bei den verschiedenen Vo lkern der Erde_1881.jpg| Objects
|003517003_06_000114_1_Robert Greene  his life and works  A critical investigation     Translated from the Russian by E  A  B  Hodgetts_1881.jpg| Decorations
|003952824_02_000202_1_The Memorial History of Boston  including Suffolk County  Massachusetts  1630 18_1882.jpg| Text
|003228169_0_000210_1_America revisited     Illustrated  etc_1882.jpg| People
|001702351_04_000779_1_Mittheilungen aus dem Stadtarchiv von Ko ln  Herausgegeben von Dr  K  Ho hlbaum _1882.jpg| Text
|003405384_0_000007_1_History and causes of the incorrect Latitudes as recorded in the journals of the_1882.jpg| Diagrams
|003952824_02_000651_2_The Memorial History of Boston  including Suffolk County  Massachusetts  1630 1880  [With illustrations  etc ]_1882.jpg| Text
|003952824_02_000255_1_The Memorial History of Boston  including Suffolk County  Massachusetts  1630 1880  [With illustrations  etc ]_1882.jpg| Text
|000723319_01_000007_1_Histoire des E tats Ge ne raux et des liberte s publiques en Franche Comte _1882.jpg| Seals
|000300698_0_000052_1_[The Bertram Family  By the author of  Chronicles of the Scho nberg Cotta Family  [i e  Elizabeth Charles]  etc ]_1882.jpg| Miniatures
|001384276_0_000428_1_Text Book of Geology_1882.jpg| Diagrams
|003065387_0_000017_1_[Old Oscar  the faithful dog ]_1882.jpg| Miniatures
|002822766_01_000081_1_Viaje a  Egipto  Palestina y otros pai ses del Oriente_1882.jpg| Animals
|000779255_0_000212_1_Wanderings  South and East     With two maps and forty seven wood engravings executed under the direction of Edward Whymper  from sketches by the author  native drawings  etc_1882.jpg| Objects
|003952824_01_000580_1_The Memorial History of Boston  including Suffolk County  Massachusetts  1630 1880  [With illustrations  etc ]_1882.jpg| Text
|000688782_02_000240_1_The world as it is_1883.jpg| Nature
|000280426_0_000279_1_A Scratch Team of Essays  never before put together  Being reprints from the Qua_1883.jpg| Animals
|002327793_0_000127_2_A Nonagenarian s reminiscences of Garelochside and Helensburgh  etc_1883.jpg| Text
|000047793_01_000011_1_The Executor  a novel_1883.jpg| Seals
|002500854_0_000365_1_[The Gallery of Geography  a pictorial and descriptive tour of the world ]_1884.jpg| Text
|001624154_0_000011_1_The Lady of St  Arven  [A poem ]_1884.jpg| Text
|002790606_0_000140_1_Sunny Spain  its people and places  with glimpses of its history  [With illustra_1884.jpg| Objects
|001201021_0_000172_3_The history of Detroit and Michigan or  the metropolis illustrated  etc_1884.jpg| Maps
|003958589_04_000114_1_Les Chroniqueurs de l Histoire de France depuis les origines jusqu au XVIe sie c_1884.jpg| Seals
|000810963_0_000026_1_[Esther West  A story  With twenty four illustrations ]_1884.jpg| Miniatures
|001201021_0_000807_1_The history of Detroit and Michigan or  the metropolis illustrated  etc_1884.jpg| Seals
|003226025_30_000263_1_Dicks  English Library of Standard Works  containing     novels and stories  etc   Edited by P  B  St  John   no  1 26_1884.jpg| People
